Cause,Type,Year,Total Deaths,Source
Tanah Longsor,Bencana Alam,2015,96,Profil Kesehatan Indonesia Tahun 2015
Tanah Longsor,Bencana Alam,2016,168,Profil Kesehatan Indonesia Tahun 2016
Tanah Longsor,Bencana Alam,2017,16,Profil Kesehatan Indonesia Tahun 2017
Tanah Longsor,Bencana Alam,2018,23,Profil Kesehatan Indonesia Tahun 2018
Tanah Longsor,Bencana Alam,2019,34,Profil Kesehatan Indonesia Tahun 2019
Tanah Longsor,Bencana Alam,2020,20,Profil Kesehatan Indonesia Tahun 2020
Tanah Longsor,Bencana Alam,2021,50,Profil Kesehatan Indonesia Tahun 2021
TB Paru,Bencana Non Alam dan Penyakit,2008,3271,Profil Kesehatan Indonesia Tahun 2009
TB Paru BTA Positif,Bencana Non Alam dan Penyakit,2009,3282,Profil Kesehatan Indonesia Tahun 2010
Tersambar Petir,Bencana Alam,2011,1,Profil Kesehatan Indonesia Tahun 2011
Tersambar Petir,Bencana Alam,2012,6,Profil Kesehatan Indonesia Tahun 2012
Tetanus,Bencana Non Alam dan Penyakit,2005,43,Profil Kesehatan Indonesia Tahun 2005
Tetanus,Bencana Non Alam dan Penyakit,2006,2,Profil Kesehatan Indonesia Tahun 2006
Tetanus,Bencana Non Alam dan Penyakit,2006,18,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2000,183,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2001,100,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2002,91,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2003,98,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2004,42,Profil Kesehatan Indonesia Tahun 2004
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2005,54,Profil Kesehatan Indonesia Tahun 2005
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2005,82,Profil Kesehatan Indonesia Tahun 2005
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2006,37,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2006,46,Profil Kesehatan Indonesia Tahun 2006
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2007,74,Profil Kesehatan Indonesia Tahun 2007
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2008,100,Profil Kesehatan Indonesia Tahun 2008
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2009,76,Profil Kesehatan Indonesia Tahun 2009
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2010,84,Profil Kesehatan Indonesia Tahun 2010
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2011,69,Profil Kesehatan Indonesia Tahun 2011
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2012,59,Profil Kesehatan Indonesia Tahun 2012
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2013,42,Profil Kesehatan Indonesia Tahun 2013
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2014,54,Profil Kesehatan Indonesia Tahun 2014
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2015,27,Profil Kesehatan Indonesia Tahun 2015
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2016,14,Profil Kesehatan Indonesia Tahun 2016
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2017,14,Profil Kesehatan Indonesia Tahun 2017
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2018,4,Profil Kesehatan Indonesia Tahun 2018
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2019,2,Profil Kesehatan Indonesia Tahun 2019
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2020,2,Profil Kesehatan Indonesia Tahun 2020
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2021,9,Profil Kesehatan Indonesia Tahun 2021
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2021,9,Profil Kesehatan Indonesia Tahun 2021
Tsunami,Bencana Alam,2011,2,Profil Kesehatan Indonesia Tahun 2011
Tsunami,Bencana Alam,2018,431,Profil Kesehatan Indonesia Tahun 2018
Tsunami,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Tsunami,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Tsunami,Bencana Alam,2021,0,Profil Kesehatan Indonesia Tahun 2021
Tsunami Aceh (Hilang),Bencana Alam,2004,37527,Profil Kesehatan Indonesia Tahun 2004
Tsunami Aceh (Meninggal),Bencana Alam,2004,129171,Profil Kesehatan Indonesia Tahun 2004
Tuberkulosis,Bencana Non Alam dan Penyakit,2019,11993,Profil Kesehatan Indonesia Tahun 2019
Tuberkulosis,Bencana Non Alam dan Penyakit,2020,13174,Profil Kesehatan Indonesia Tahun 2020
Tuberkulosis,Bencana Non Alam dan Penyakit,2021,14148,Profil Kesehatan Indonesia Tahun 2021
Tuberkulosis paru,Bencana Non Alam dan Penyakit,2004,3852,Profil Kesehatan Indonesia Tahun 2004
Tuberkulosis paru lainnya,Bencana Non Alam dan Penyakit,2005,2024,Profil Kesehatan Indonesia Tahun 2005
Wabah Penyakit (Epidemi),Bencana Non Alam dan Penyakit,2016,0,Profil Kesehatan Indonesia Tahun 2016
Wabah Penyakit (Epidemi),Bencana Non Alam dan Penyakit,2017,0,Profil Kesehatan Indonesia Tahun 2017
Wabah Penyakit (Epidemi),Bencana Non Alam dan Penyakit,2019,0,Profil Kesehatan Indonesia Tahun 2019
Wabah Penyakit (Epidemi),Bencana Non Alam dan Penyakit,2020,0,Profil Kesehatan Indonesia Tahun 2020
Wabah Penyakit (Epidemi),Bencana Non Alam dan Penyakit,2021,0,Profil Kesehatan Indonesia Tahun 2021
